country,country_code,year,budget_deficit_surplus,capital_expenditure,consumer_price_index_cpi,defence_expenditure,education_expenditure,expenditure,exports,food_inflation,gdp_growth_rate,gdp_per_capita,government_debt,health_expenditure,imports,inflation_rate,interest_rate,labour_force,nominal_gdp,population,real_gdp,revenue,tax_revenue,unemployment_rate,value_added_tax_vat
South Africa,ZAF,1988.0,-310.0,,9.8,,,,,,,,55468.0,,,14.2,,,,29809000.0,,3367.0,,,
South Africa,ZAF,1989.0,277.0,,11.1,,,,,,,,67910.0,,,13.3,,,,30534000.0,,4977.0,,,
South Africa,ZAF,1990.0,2928.0,,12.8,,,,,,,,81022.0,,,15.1,,,,37450000.0,,7517.0,,,
South Africa,ZAF,1991.0,1686.0,,14.7,,,,,,,,92606.0,,,14.3,,,,38012000.0,,7353.0,,,
South Africa,ZAF,1992.0,238.0,,17.0,,,,,,,,115077.0,,,15.8,,,,38819000.0,,7596.0,,,
South Africa,ZAF,1993.0,-184.0,,18.7,,,,,,,,140563.0,,,9.7,,,480994.46,39628000.0,2315155.79,7455.0,,,
South Africa,ZAF,1994.0,1642.0,,20.5,,,,,,3.2,,177199.0,,,9.9,,,545092.63,40436000.0,2389240.78,9202.0,,20.0,
South Africa,ZAF,1995.0,2525.0,,22.5,,,,,,3.1,,238043.0,,,9.6,,,622900.83,41150000.0,2463307.24,11063.0,,17.0,
South Africa,ZAF,1996.0,3718.0,,24.0,,,,,,4.3,,274941.0,,,6.9,,,701803.91,40580000.0,2569229.45,14054.0,,19.0,
South Africa,ZAF,1997.0,426.0,,26.2,,,,,,2.6,,305864.0,,,9.4,,,778644.47,41433000.0,2636029.42,14117.0,,21.0,
South Africa,ZAF,1998.0,2203.0,,27.8,,,,,,0.5,,333564.0,,,5.6,,,845733.39,42130000.0,2649209.57,14568.0,,25.0,
South Africa,ZAF,1999.0,1492.0,,30.2,,,,,,2.4,,359292.0,,,8.9,,,925690.43,43050000.0,2712790.6,15775.0,,23.0,
South Africa,ZAF,2000.0,1937.0,,31.1,,,,,,4.2,,375842.0,,,2.6,,,1053138.03,43696000.0,2826727.8,15750.0,,27.0,
South Africa,ZAF,2001.0,3000.0,,33.3,,,,,,2.7,,402298.0,,,7.1,,,1165940.57,44552000.0,2903049.45,19348.0,,25.0,
South Africa,ZAF,2002.0,3634.0,,34.9,,,,,,3.7,,433621.0,,,5.0,10.5,,1360679.28,46330000.0,3010473.15,21103.0,,28.0,
South Africa,ZAF,2003.0,-3079.0,,38.9,,,,,,2.95,,432986.0,,,11.6,13.5,,1490399.02,46776000.0,3099254.27,19333.0,,29.0,
South Africa,ZAF,2004.0,163.0,,39.0,,,,,,4.55,,473724.0,,,0.2,8.0,,1652434.1,47277000.0,3240411.67,23010.0,,26.0,
South Africa,ZAF,2005.0,-1259.0,,40.2,22994.0,11701.0,,,,5.28,,514821.0,8585.0,,3.0,7.5,,1837001.38,47810000.0,3411409.88,26833.0,354378.0,24.0,
South Africa,ZAF,2006.0,855.0,71817.28,41.7,27701.0,12777.0,,,,5.6,,546203.0,9921.0,,4.0,7.0,,2057593.91,48368000.0,3602578.68,30578.0,416607.0,23.0,
South Africa,ZAF,2007.0,-5939.0,92131.66,44.2,26052.0,14567.0,,,,5.36,,581815.0,11484.0,,6.0,9.0,,2346649.86,48974000.0,3795693.98,32855.0,494880.0,24.0,
South Africa,ZAF,2008.0,-1443.0,124795.87,48.6,27826.0,16612.0,,,,3.19,,582862.0,12995.0,,9.3,11.0,18808476.85,2611630.83,49628000.0,3916816.24,38451.0,572559.0,23.0,
South Africa,ZAF,2009.0,-25523.0,181214.54,52.7,30694.0,20040.0,,,,-1.54,,637208.0,15817.0,,8.1,11.5,18981813.71,2794228.41,50337000.0,3856572.11,39544.0,627670.0,23.0,
South Africa,ZAF,2010.0,-18234.0,177096.21,55.8,31895.0,21639.0,,,,3.04,,767164.0,21001.0,,6.2,7.0,18409669.98,3055613.2,51096000.0,3973801.6,39672.0,598481.0,25.0,
South Africa,ZAF,2011.0,-13176.0,181027.65,57.8,30601.0,29834.0,,,,3.17,,965714.0,24488.0,,3.7,5.5,18500630.42,3327047.01,51889000.0,4099713.74,48713.0,673928.0,25.0,
South Africa,ZAF,2012.0,-25569.0,202842.48,61.4,34659.0,42053.0,,61697.0,,2.4,,1173064.0,29339.0,67424.0,6.3,5.5,19052836.2,3566385.04,52699000.0,4197952.41,50555.0,742576.0,25.0,
South Africa,ZAF,2013.0,-30941.0,224793.04,64.8,38046.0,47607.0,,53277.0,,2.49,,1349556.0,31966.0,77804.0,5.4,5.0,19420327.46,3868630.21,53524000.0,4302291.18,47302.0,813671.0,25.0,199715.0
South Africa,ZAF,2014.0,-27964.0,252397.69,68.5,40279.0,52511.0,,77783.0,,1.41,,1552675.0,35038.0,94716.0,5.8,5.5,20121757.52,4133873.02,54369000.0,4363118.11,54738.0,899888.0,25.0,221290.15
South Africa,ZAF,2015.0,-34521.0,265181.82,71.6,42598.0,57643.0,,67063.0,,1.32,,1788152.0,39045.0,91282.0,4.4,5.75,20994119.45,4420792.53,55204000.0,4420792.52,56021.0,986295.0,26.0,233488.52
South Africa,ZAF,2016.0,-29264.0,283274.15,76.0,44896.0,63829.0,,69665.0,,0.66,,2019267.0,42452.0,89168.0,6.2,6.75,21397775.97,4759554.55,56020000.0,4450171.0,68229.0,1069983.0,27.0,254811.0
South Africa,ZAF,2017.0,-32861.0,271943.7,81.2,46900.0,71699.0,,80213.0,,1.16,,2229662.0,44856.0,91412.0,6.6,7.0,22426362.51,5078189.93,56840000.0,4501701.62,65963.0,1144081.0,28.0,268477.33
South Africa,ZAF,2018.0,-49871.0,249757.86,84.7,46792.0,76119.0,,80855.0,,1.56,,2520112.0,49378.0,107978.0,4.4,6.75,22357924.51,5363190.43,57673000.0,4571783.38,74190.0,1216464.0,27.0,299685.71
South Africa,ZAF,2019.0,-64891.0,230151.28,88.0,47305.0,97208.0,,88639.0,,0.26,,2746860.0,53911.0,101705.0,4.0,6.75,22492221.54,5625206.55,58533000.0,4583667.07,75792.0,1287690.0,28.0,310891.67
South Africa,ZAF,2020.0,-50293.0,204324.85,91.8,51495.0,113700.0,,100890.0,,-6.17,,3194883.0,58417.0,103611.0,4.5,6.25,23452204.37,5562760.34,59353000.0,4300904.42,91008.0,1355766.0,30.0,304332.37
South Africa,ZAF,2021.0,-110002.0,199810.35,94.8,50841.0,117221.0,,110113.0,,4.96,,3897788.0,66074.0,97691.0,3.2,3.5,22237262.29,6220151.64,59965000.0,4514015.64,84285.0,1249711.0,33.0,339277.03
South Africa,ZAF,2022.0,-61498.0,209916.09,100.2,52329.0,125304.0,,130124.0,,1.91,,4228699.0,73452.0,126571.0,5.7,4.0,22776000.51,6655523.78,60605000.0,4600300.14,105096.0,1563754.0,35.0,356148.66
South Africa,ZAF,2023.0,-106827.0,232707.41,107.4,56554.0,139518.0,,139355.0,,0.7,,4753830.0,71514.0,162410.0,6.9,7.25,24125027.79,7023994.46,62028000.0,4632432.56,114088.0,1686697.0,33.0,
South Africa,ZAF,2024.0,-68617.0,,113.2,,,,143989.0,,0.6,,5187768.0,,153678.0,5.3,8.25,24970638.1,7336242.0,63016000.0,4659294.0,115521.0,,33.0,
South Africa,ZAF,2025.0,-70273.0,,99.3,,,,148967.0,,,,5624092.0,,165387.0,3.2,7.75,25014944.26,,,,121294.0,,33.0,
Tanzania,TZA,1997.0,,,,,,,,,,,,,1948.2,,,,,,,,,,
Tanzania,TZA,1998.0,,,,,,,,,,,,,2337.48,,,,,,,,,,
Tanzania,TZA,1999.0,,,,,,,1201.75,,,,,,2210.4,,,,,,,,,,
Tanzania,TZA,2000.0,,,,,,,1360.96,,,,,,2049.98,,,,,,,,,,
Tanzania,TZA,2001.0,,,,,,,1766.7,,,,,,2209.69,,,,,,,,,,
Tanzania,TZA,2002.0,,,,,,,1899.7,,4.4,,,,2143.86,,,,,,,,,,
Tanzania,TZA,2003.0,,,,,,,2168.61,,5.8,,,,2659.16,,,,,,,,,,
Tanzania,TZA,2004.0,,,,,,,2615.27,,7.8,,,,3457.56,,,,,,,,,,
Tanzania,TZA,2005.0,,,,,,,2948.27,,5.7,,,,4204.89,,,,19112830.0,,23582244.0,,,,
Tanzania,TZA,2006.0,,,,,,,3271.38,,3.3,,,,5113.44,,,,23298435.0,,24681311.0,,,,
Tanzania,TZA,2007.0,,,,,,,3899.87,,10.9,,,,6274.32,,,,26770432.0,,26770432.0,,,,
Tanzania,TZA,2008.0,,,,,,,5110.77,,3.8,,,,8674.17,,,,32764940.0,,28260633.0,,,,
Tanzania,TZA,2009.0,,,,,,,4713.84,,6.8,,,,7556.1,,3.7,,37726824.0,,29781719.0,,,,
Tanzania,TZA,2010.0,-3512.2,2611.3,,,,8173.7,5805.99,,5.0,,,,9054.39,,7.6,,43836018.0,,31675504.0,4661.5,4427.8,,1488.4
Tanzania,TZA,2011.0,-3861.4,2749.0,,,,9439.4,6733.29,,7.9,,,,12035.57,,7.6,,52762581.0,,34179297.0,5736.3,5293.3,,1632.9
Tanzania,TZA,2012.0,-3543.1,3774.7,,,,10764.5,7907.47,,7.1,,,,12678.02,,12.0,,61434214.0,,35936459.0,7221.4,6480.5,,2072.6
Tanzania,TZA,2013.0,-5100.4,4499.7,,,,13543.0,7773.89,,4.5,,,,13517.6,,12.0,,70953227.0,,38546546.0,8442.6,7730.0,,2374.9
Tanzania,TZA,2014.0,-3775.7,3926.0,,,,13958.2,8056.78,,8.5,,,,13566.07,,12.0,,82603388.0,,88874111.0,10182.5,9294.4,,2647.7
Tanzania,TZA,2015.0,-4006.0,3710.2,94.5,,,14603.7,7752.96,5.0,2.9,,,,10561.04,4.0,12.0,,94349316.0,,94349316.0,10957.8,9891.7,,3031.8
Tanzania,TZA,2016.0,-3711.6,4339.6,100.7,,,17759.6,8023.72,10.3,9.7,,,,8958.43,6.5,12.0,,108362324.0,,100828393.0,14048.0,12411.0,,3553.6
Tanzania,TZA,2017.0,-2258.9,7272.8,105.9,,,18898.7,7932.56,8.2,4.9,,,,9294.4,5.2,12.0,,118742133.0,,107611391.0,16639.8,14055.2,,3979.5
Tanzania,TZA,2018.0,-2523.2,7615.8,110.1,,,20468.1,7917.14,6.7,7.5,,,,10445.41,4.0,12.0,,123997772.0,,115174468.0,17944.9,15191.4,,4478.9
Tanzania,TZA,2019.0,-3771.1,8493.8,113.4,,,22300.6,9284.74,2.3,6.5,,,,10403.61,3.0,12.0,,134540194.0,,123139239.0,18529.6,15511.3,,4781.6
Tanzania,TZA,2020.0,-2440.0,9309.0,98.1,,,23510.0,8245.1,6.4,5.2,,,,9150.72,3.7,12.0,,145384353.0,,128723538.0,21070.0,17623.0,,5184.0
Tanzania,TZA,2021.0,-5991.0,11702.0,101.5,,,26585.0,9508.61,,4.5,,,,11610.39,3.5,12.0,,156167137.0,,134951513.0,20595.0,17624.0,,5218.0
Tanzania,TZA,2022.0,-7420.0,15817.0,105.6,,,31816.0,11586.86,6.1,6.0,,,,16674.12,4.0,12.0,,170820032.0,,141247193.0,24396.0,20931.0,,6298.0
Tanzania,TZA,2023.0,-9880.0,15682.0,110.8,,,36157.0,13560.87,9.9,5.0,,,,16124.8,4.9,12.0,,188788052.0,,148399757.0,26278.0,21411.0,,7067.0
Tanzania,TZA,2024.0,,,114.1,,,,9121.6,1.5,5.6,,,,16887.8,3.0,5.5,,50778146.0,,38730692.0,2425109.47,1949346.07,,
Tanzania,TZA,2025.0,,,117.57,,,,,5.3,,,,,,3.1,6.0,,,,,,,,
Togo,TGO,1965.0,,,,,,,,,,,,,,,,,43.5,,625.21,,,,
Togo,TGO,1966.0,,,,,,,,,,,,,,,,,53.1,,683.75,,4.6,,
Togo,TGO,1967.0,,,,,,,,,,,,,,,,,57.0,,721.06,,5.1,,
Togo,TGO,1968.0,,,,,,,,,,,,,,,,,59.9,,757.72,,5.4,,
Togo,TGO,1969.0,,,,,,,,,,,,,,,,,69.6,,839.41,,6.5,,
Togo,TGO,1970.0,,,,,,,,,,,11.0,,,,,,73.7,2197383.0,860.64,,8.9,,
Togo,TGO,1971.0,,,,,,,,,,,13.02,,,,,,81.9,2267211.0,860.64,,10.4,,
Togo,TGO,1972.0,,,,,,,,,,,11.86,,,,,,87.6,2330704.0,926.24,,11.7,,
Togo,TGO,1973.0,,,,,,,,,,,15.51,,,,,,90.4,2390909.0,962.26,,11.0,,
Togo,TGO,1974.0,,,,,,,51.77,,,,30.52,,-23.6,,,,130.7,2450335.0,1008.58,,15.2,,
Togo,TGO,1975.0,,,,,,,30.21,,,,35.97,,-45.33,,,,128.3,2509713.0,1033.02,,26.2,,
Togo,TGO,1976.0,,,,,,,37.96,,,,57.88,,-43.16,,,,136.3,2569671.0,1011.79,,32.3,,
Togo,TGO,1977.0,,,,,,,48.96,,,,106.7,,-62.09,,,,168.8,2630626.0,1082.55,,40.7,,
Togo,TGO,1978.0,,,,,,,59.11,,,,185.07,,-92.72,,,,188.8,2693400.0,1202.19,,49.6,,
Togo,TGO,1979.0,,,,,,,61.81,,,,234.7,,-98.77,,,,212.8,2761240.0,1139.79,,49.9,,
Togo,TGO,1980.0,,,,,,,100.52,,,,237.11,,-110.74,,,,238.4,2838110.0,1305.75,,60.0,,
Togo,TGO,1981.0,,,,,,,102.64,,,,273.18,,-112.48,,,,258.0,2925865.0,1262.65,,54.1,,
Togo,TGO,1982.0,,,,,,,113.31,,,,312.47,,-134.12,,,,269.7,3023343.0,1217.62,,64.5,,
Togo,TGO,1983.0,,,,,,,104.22,,,,349.33,,-111.19,,,,298.0,3126635.0,1151.37,,62.0,,
Togo,TGO,1984.0,,,,,,,127.14,,,,353.02,,-115.01,,,,313.8,3232244.0,1215.7,,68.7,,
Togo,TGO,1985.0,,,,,,,126.69,,,,420.18,,-136.46,,,,342.5,3336508.0,1283.23,,77.0,,
Togo,TGO,1986.0,,,,,,,125.49,,,,368.88,,-144.95,,,,367.4,3439370.0,1303.17,,78.6,,
Togo,TGO,1987.0,,,,,,,119.47,,,,371.11,,-131.37,,,,375.4,3544927.0,1309.61,,73.5,,
Togo,TGO,1988.0,,,,,,,129.67,,,,364.07,,-150.25,,,,412.1,3653420.0,1390.65,,79.6,,
Togo,TGO,1989.0,,,,,,,131.34,,,,375.24,,-149.97,,,,431.6,3763657.0,1447.9,,83.8,,
Togo,TGO,1990.0,-12.9,32.2,,,,127.6,139.9,,-0.3,,348.65,,-164.1,,,,687.76,3875947.0,1686.54,127.6,82.5,,
Togo,TGO,1991.0,-29.4,20.4,,,,115.0,145.12,,-0.52,,381.19,,-159.96,,,,704.12,3990215.0,1677.79,115.0,68.9,,
Togo,TGO,1992.0,-18.2,15.7,,,,98.8,111.1,,-3.23,,358.05,,-144.9,,,,692.78,4106219.0,1623.6,98.8,54.9,,
Togo,TGO,1993.0,-53.8,8.2,,,,93.1,74.76,,-15.73,,366.28,,-106.27,,,,564.94,4078392.0,1369.09,93.1,30.9,,
Togo,TGO,1994.0,-59.3,12.4,,,,135.9,182.32,,14.56,,808.23,,-202.94,,,,858.5,4092612.0,1568.43,135.9,60.3,,
Togo,TGO,1995.0,-42.0,22.9,94.6,,,147.2,188.38,,5.37,,736.62,,-252.8,,,,1019.32,4279566.0,1652.6,147.2,88.8,,
Togo,TGO,1996.0,-24.2,15.1,97.8,,,150.7,225.41,,7.67,,761.25,,-290.45,,,,1141.78,4445883.0,1780.56,150.7,98.1,,
Togo,TGO,1997.0,-20.8,17.6,64.8,,,161.2,246.58,,3.81,,785.45,,-309.65,,,,1326.67,4592550.0,1848.0,161.2,115.7,,
Togo,TGO,1998.0,-71.8,34.2,67.2,,,212.3,247.94,4.4,-2.3,,868.31,,-326.51,3.61,,,1269.1,4728297.0,1806.4,212.3,115.0,,
Togo,TGO,1999.0,-33.2,29.0,67.5,,,175.0,241.03,-4.89,2.62,,937.86,,-301.34,0.48,,,1326.91,4867941.0,1852.66,175.0,112.7,,
Togo,TGO,2000.0,-54.6,28.3,71.4,,,175.8,257.61,6.33,-0.96,,902.2,,-344.92,5.74,,,1496.23,5008035.0,1834.81,175.8,103.9,,
Togo,TGO,2001.0,-20.0,22.8,68.7,,,152.1,261.85,-11.8,0.82,,950.3,,-378.3,-3.77,,,1533.19,5145426.0,1849.92,152.1,108.2,,
Togo,TGO,2002.0,-7.0,14.4,73.2,,,135.3,295.69,13.35,3.83,,893.5,,-401.15,6.6,,,1671.88,5281538.0,1920.71,135.3,115.5,,
Togo,TGO,2003.0,17.0,10.4,73.1,,,153.8,347.39,-4.18,6.72,,827.0,,-438.48,-0.18,,,1732.66,5421001.0,2049.78,153.8,148.8,,
Togo,TGO,2004.0,13.7,15.8,72.5,,,165.8,317.51,-4.28,-0.98,,781.4,,-450.75,-0.79,,,1682.93,5565218.0,2029.72,165.8,161.0,,
Togo,TGO,2005.0,-31.9,36.6,76.9,,,219.8,334.46,6.4,-4.67,,820.4,,-483.91,5.99,13.04,,1698.71,5711597.0,1935.01,219.8,162.0,,
Togo,TGO,2006.0,-32.3,47.3,79.9,,,244.2,329.61,4.69,2.65,,839.95,,-496.26,3.93,8.53,,1734.93,5874240.0,1986.29,244.2,179.1,,
Togo,TGO,2007.0,-7.9,24.1,80.7,,,231.6,324.41,1.84,-1.18,,847.2,,-513.76,1.09,11.14,,1799.65,6047537.0,1962.95,231.6,195.9,,
Togo,TGO,2008.0,-3.4,49.9,83.7,,,253.3,381.8,8.07,4.04,,680.0,,-585.39,3.67,10.58,,2042.17,6222482.0,2042.17,253.3,211.2,,
Togo,TGO,2009.0,-9.0,92.2,89.92,,,326.3,426.4,19.39,5.45,,770.124,,-621.0,7.42,9.58,,2220.67,6398624.0,2153.54,326.3,229.1,,
Togo,TGO,2010.0,4.6,123.6,91.69,,,354.5,483.5,4.09,5.85,,260.3,,705.5,1.98,9.44,,2348.49,6571855.0,2279.62,354.5,246.7,,
Togo,TGO,2011.0,-19.7,144.2,95.99,,,420.8,556.2,3.21,5.82,,241.9,,953.1,4.69,9.25,,2555.32,6748672.0,2412.37,420.8,291.4,,
Togo,TGO,2012.0,-115.4,175.1,97.32,,,535.0,670.7,-1.45,6.3,,278.8,,955.5,1.38,9.56,,2763.92,6926635.0,2564.41,535.0,327.7,,
Togo,TGO,2013.0,-94.8,162.2,100.67,,,614.4,751.9,4.84,5.82,,357.4,,1182.0,3.45,9.23,,2974.13,7106229.0,2713.77,614.4,402.8,,
Togo,TGO,2014.0,-74.7,207.3,98.62,,,636.7,655.5,-9.48,5.63,,382.3,,1093.9,-2.04,8.88,,3156.75,7288383.0,2866.64,636.7,458.2,,
Togo,TGO,2015.0,-152.4,277.7,101.39,,,780.6,597.7,6.95,5.47,,527.2,,1208.5,2.81,8.36,,3402.69,7473229.0,3023.39,780.6,516.3,,
Togo,TGO,2016.0,-217.7,332.4,103.19,,,912.7,614.2,5.37,5.7,,564.1,,1185.9,1.77,9.44,,3597.8,7661354.0,3196.75,912.7,568.5,,
Togo,TGO,2017.0,-7.8,174.5,101.65,,,717.7,591.5,-3.0,4.0,,550.2,,965.3,-1.5,8.67,,3708.9,7852795.0,3324.88,717.7,563.2,,
Togo,TGO,2018.0,-23.1,201.69,102.05,,,789.0,600.4,-1.05,4.8,,600.8,,1035.1,0.4,8.74,,3904.4,8046679.0,3484.31,789.0,546.9,,
Togo,TGO,2019.0,68.0,129.75,104.64,,,753.7,618.2,3.96,4.9,,751.3,,1061.7,2.54,8.349,,4097.1,8243094.0,3655.85,753.7,626.2,,
Togo,TGO,2020.0,-307.5,394.19,105.4,,,1131.3,695.0,-1.67,2.0,,981.3,,1123.2,0.7,7.51,,4259.3,8442580.0,3728.53,1131.3,655.2,,
Togo,TGO,2021.0,-215.5,379.83,107.41,,,1139.4,720.8,4.91,5.99,,1064.0,,1275.4,1.9,7.4,,4625.84,8644829.0,3951.91,1139.4,779.6,,
Togo,TGO,2022.0,-422.3,610.8,115.4,,,1477.2,899.2,16.8,5.9,,3337.3,,1616.0,7.5,7.7,,5104.8,8848699.0,4183.09,1477.2,864.8,,
Togo,TGO,2023.0,-370.5,610.8,124.0,,,1642.8,953.3,5.6,6.5,,3707.9,,1708.9,7.4,7.65,,5613.2,9053799.0,4452.7,1642.8,991.6,,
Togo,TGO,2024.0,-362.6,,126.39,,,1703.6,989.6,0.37,6.3,,4156.6,,1819.7,1.95,7.49,,6098.4,,4731.47,1703.6,1113.4,,
Togo,TGO,2025.0,,,102.8,,,,,9.1,,,,,,2.2,7.67,,,,,,,,
